slug,github_id,github_username,name,github_url,timestamp,checks_passed,checks_run,style50_score
cs50/problems/2022/x/credit,89966633,oolongwater69,,https://github.com/me50/oolongwater69/tree/2815ad208e3095b6b43660161a545e1220f12454,"Thu, 17 Mar 2022 01:56:14PM +08",15,15,1
