slug,github_id,github_username,name,github_url,timestamp,checks_passed,checks_run,style50_score
cs50/problems/2022/x/hello,89966633,oolongwater69,,https://github.com/me50/oolongwater69/tree/9ca7b8be9a4f9ecbe3c4b501112918a9f976719f,"Tue, 15 Mar 2022 01:47:06PM +08",4,4,1
