slug,github_id,github_username,name,github_url,timestamp,checks_passed,checks_run,style50_score
cs50/problems/2022/x/mario/more,89966633,oolongwater69,,https://github.com/me50/oolongwater69/tree/6d5fb214fa26a1c0ecb91bb59bacc5f1904bff1c,"Tue, 15 Mar 2022 07:56:57PM +08",10,10,1
